channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,tag
-187500.02235174447,-187500.02235174447,-27246.083586941193,-5165.286977921364,-187500.04470348894,-25748.33789447998,-187500.02235174447,36816.5417690923,1507436236.64605,0
-187500.02235174447,-187500.02235174447,-27641.105966699837,-5550.38518314185,-187500.04470348894,-26149.149376052545,-187500.02235174447,38681.43721597639,1507436236.646254,0
-187500.02235174447,-187500.02235174447,-27364.994867443427,-5387.709186996125,-187500.04470348894,-25921.69802447534,-187500.02235174447,38204.98743116706,1507436236.646456,0
-187500.02235174447,-187500.02235174447,-26997.085153709075,-5051.471895154941,-187500.04470348894,-25556.96225845364,-187500.02235174447,36268.633457259355,1507436236.646657,0
-187500.02235174447,-187500.02235174447,-27198.876702651585,-5171.92544602459,-187500.04470348894,-25726.746109336153,-187500.02235174447,36417.00433695368,1507436236.646858,0
-187500.02235174447,-187500.02235174447,-27611.691070996654,-5530.425075343261,-187500.04470348894,-26123.042538528745,-187500.02235174447,38290.77342638653,1507436236.647064,0
-187500.02235174447,-187500.02235174447,-27474.786636207897,-5511.04611290051,-187500.04470348894,-26040.92222939995,-187500.02235174447,38395.334886948454,1507436236.647267,0
-187500.02235174447,-187500.02235174447,-27050.461119468346,-5122.170462867077,-187500.04470348894,-25625.805631375984,-187500.02235174447,36420.37945036643,1507436236.647467,0
-187500.02235174447,-187500.02235174447,-27188.70665892442,-5182.095489751755,-187500.04470348894,-25732.870487316908,-187500.02235174447,36170.621057822835,1507436236.64768,0
-187500.02235174447,-187500.02235174447,-27575.74946591252,-5525.395932840816,-187500.04470348894,-26097.159218449502,-187500.02235174447,37951.54100078833,1507436236.647887,0
-187500.02235174447,-187500.02235174447,-27536.96918928256,-5577.408442188316,-187500.04470348894,-26098.16504694999,-187500.02235174447,38582.3072293171,1507436236.648096,0
-187500.02235174447,-187500.02235174447,-27107.592178296112,-5178.586265872272,-187500.04470348894,-25685.261271627103,-187500.02235174447,36696.267032178286,1507436236.648275,0
-187500.02235174447,-187500.02235174447,-27144.13728048054,-5160.414297630107,-187500.04470348894,-25687.541149561544,-187500.02235174447,36009.822608211354,1507436236.648454,0
-187500.02235174447,-187500.02235174447,-27505.96731972305,-5467.259045512563,-187500.04470348894,-26024.71721466985,-187500.02235174447,37582.804272509136,1507436236.648638,0
-187500.02235174447,-187500.02235174447,-27613.1662861307,-5650.431591323804,-187500.04470348894,-26163.678009948497,-187500.02235174447,38710.40507679046,1507436236.648819,0
-187500.02235174447,-187500.02235174447,-27163.113911523094,-5267.210932637565,-187500.04470348894,-25739.218382742212,-187500.02235174447,37030.0903356183,1507436236.648999,0
-187500.02235174447,-187500.02235174447,-27098.31620434716,-5140.54359680934,-187500.04470348894,-25642.815308906476,-187500.02235174447,35944.331996957306,1507436236.649179,0
-187500.02235174447,-187500.02235174447,-27423.064699538318,-5419.716885056125,-187500.04470348894,-25944.832079986583,-187500.02235174447,37220.14721872177,1507436236.649363,0
-187500.02235174447,-187500.02235174447,-27656.171042462713,-5697.102033746485,-187500.04470348894,-26197.071516164724,-187500.02235174447,38731.125143900535,1507436236.649555,0
-187500.02235174447,-187500.02235174447,-27251.15743293255,-5399.756777257536,-187500.04470348894,-25845.277410182647,-187500.02235174447,37394.06614232852,1507436236.649719,0
-187500.02235174447,-187500.02235174447,-27038.391177462483,-5147.047954445834,-187500.04470348894,-25613.35570971438,-187500.02235174447,35930.473915395014,1507436236.6498811,0
-187500.02235174447,-187500.02235174447,-27332.137803094127,-5370.341881554352,-187500.04470348894,-25873.351201218513,-187500.02235174447,36859.211249257474,1507436236.650059,0
-187500.02235174447,-187500.02235174447,-27649.689036570675,-5697.7949378246,-187500.04470348894,-26204.268777879333,-187500.02235174447,38622.45096235883,1507436236.650242,0
-187500.02235174447,-187500.02235174447,-27300.77830562333,-5484.939275376711,-187500.04470348894,-25914.657224971917,-187500.02235174447,37722.681489310446,1507436236.6504052,0
-187500.02235174447,-187500.02235174447,-27028.914037813433,-5178.720376339004,-187500.04470348894,-25631.773547145553,-187500.02235174447,35982.776997420435,1507436236.650568,0
-187500.02235174447,-187500.02235174447,-27286.294375216294,-5346.671384176181,-187500.04470348894,-25852.988762019726,-187500.02235174447,36543.60461754854,1507436236.6507452,0
-187500.02235174447,-187500.02235174447,-27634.98158871908,-5689.681254587324,-187500.04470348894,-26186.32032708172,-187500.02235174447,38444.28520730558,1507436236.650929,0
-187500.02235174447,-187500.02235174447,-27357.954067940005,-5524.747732251612,-187500.04470348894,-25969.351943654056,-187500.02235174447,38061.95861839755,1507436236.6510909,0
-187500.02235174447,-187500.02235174447,-27030.85863958104,-5196.60177190325,-187500.04470348894,-25628.64430292181,-187500.02235174447,36138.76982197402,1507436236.651253,0
-187500.02235174447,-187500.02235174447,-27215.707566226432,-5309.254563957998,-187500.04470348894,-25779.54092973959,-187500.02235174447,36276.72478875217,1507436236.6514409,0
-187500.02235174447,-187500.02235174447,-27588.065277107395,-5645.380097076905,-187500.04470348894,-26142.75677713833,-187500.02235174447,38181.58515472236,1507436236.651625,0
-187500.02235174447,-187500.02235174447,-27464.370723291722,-5640.68623074129,-187500.04470348894,-26061.016447665268,-187500.02235174447,38369.65273256931,1507436236.651799,0
-187500.02235174447,-187500.02235174447,-27084.636936740513,-5287.23809566952,-187500.04470348894,-25681.014440180596,-187500.02235174447,36388.48351102871,1507436236.651963,0
-187500.02235174447,-187500.02235174447,-27177.642545419043,-5299.263334186475,-187500.04470348894,-25750.863641603428,-187500.02235174447,36072.65336187522,1507436236.652149,0
-187500.02235174447,-187500.02235174447,-27549.910849322183,-5629.488006769181,-187500.04470348894,-26099.193227194934,-187500.02235174447,37869.130118981615,1507436236.6523352,0
-187500.02235174447,-187500.02235174447,-27522.284093175425,-5686.708472574767,-187500.04470348894,-26100.891959773537,-187500.02235174447,38586.84463344153,1507436236.652498,0
-187500.02235174447,-187500.02235174447,-27113.60479755459,-5339.8988056062235,-187500.04470348894,-25708.23886492716,-187500.02235174447,36698.077523479165,1507436236.65266,0
-187500.02235174447,-187500.02235174447,-27138.147012966518,-5302.034950498933,-187500.04470348894,-25698.13587643336,-187500.02235174447,35960.91699134314,1507436236.6529138,0
-187500.02235174447,-187500.02235174447,-27506.369651123245,-5611.561907716025,-187500.04470348894,-26041.548078244698,-187500.02235174447,37526.790800904135,1507436236.653109,0
-187500.02235174447,-187500.02235174447,-27616.742565243552,-5803.898668753943,-187500.04470348894,-26190.097771894667,-187500.02235174447,38712.14851285798,1507436236.6532822,0
-187500.02235174447,-187500.02235174447,-27170.37822847107,-5430.26690843903,-187500.04470348894,-25792.72845896822,-187500.02235174447,37035.745326965494,1507436236.65345,0
-187500.02235174447,-187500.02235174447,-27074.913927902453,-5282.186601422621,-187500.04470348894,-25669.480940041656,-187500.02235174447,35887.267993362904,1507436236.653643,0
-187500.02235174447,-187500.02235174447,-27386.743114798443,-5524.14423515132,-187500.04470348894,-25951.89523123446,-187500.02235174447,37159.417529036706,1507436236.653831,0
-187500.02235174447,-187500.02235174447,-27620.74352750105,-5806.223250177294,-187500.04470348894,-26212.1365919276,-187500.02235174447,38715.34481231509,1507436236.653996,0
-187500.02235174447,-187500.02235174447,-27208.353842300636,-5491.220115568652,-187500.04470348894,-25845.97031426076,-187500.02235174447,37389.01464808162,1507436236.654159,0
-187500.02235174447,-187500.02235174447,-27031.171564003416,-5274.430546096629,-187500.04470348894,-25657.58981199143,-187500.02235174447,35872.78406295586,1507436236.654349,0
-187500.02235174447,-187500.02235174447,-27335.55761999579,-5517.952801937199,-187500.04470348894,-25926.816573955606,-187500.02235174447,36785.71871348843,1507436236.6545331,0
-187500.02235174447,-187500.02235174447,-27625.392690347755,-5806.402064132937,-187500.04470348894,-26224.787679289304,-187500.02235174447,38584.18477585135,1507436236.654696,0
-187500.02235174447,-187500.02235174447,-27317.966797109464,-5597.949695342743,-187500.04470348894,-25962.378199384,-187500.02235174447,37738.99826276282,1507436236.654859,0
-187500.02235174447,-187500.02235174447,-27046.437805466394,-5326.174834510664,-187500.04470348894,-25668.005724907605,-187500.02235174447,35967.22018327954,1507436236.6550488,0
-187500.02235174447,-187500.02235174447,-27258.265287669336,-5450.718754615636,-187500.04470348894,-25838.191907190314,-187500.02235174447,36473.21897425878,1507436236.655233,0
-187500.02235174447,-187500.02235174447,-27615.42381232069,-5768.135877625451,-187500.04470348894,-26181.447646790464,-187500.02235174447,38410.154093522324,1507436236.6554072,0
-187500.02235174447,-187500.02235174447,-27381.423399618077,-5648.978727934209,-187500.04470348894,-25991.971909042826,-187500.02235174447,38102.95171772858,1507436236.6556108,0
-187500.02235174447,-187500.02235174447,-27048.203593278362,-5322.86677633128,-187500.04470348894,-25645.966904874673,-187500.02235174447,36150.95152270216,1507436236.655861,0
-187500.02235174447,-187500.02235174447,-27177.642545419043,-5383.507059038528,-187500.04470348894,-25738.771347853108,-187500.02235174447,36228.579131195445,1507436236.656111,0
-187500.02235174447,-187500.02235174447,-27579.012820602995,-5767.353566569515,-187500.04470348894,-26114.414765169,-187500.02235174447,38143.85541008179,1507436236.656286,0
-187500.02235174447,-187500.02235174447,-27499.48531383101,-5776.338967840549,-187500.04470348894,-26094.477009114864,-187500.02235174447,38408.09773303244,1507436236.656482,0
-187500.02235174447,-187500.02235174447,-27090.470742043348,-5400.8296609913905,-187500.04470348894,-25703.813219525007,-187500.02235174447,36407.616604282455,1507436236.656694,0
-187500.02235174447,-187500.02235174447,-27174.75917038431,-5437.911205042745,-187500.04470348894,-25761.81599638653,-187500.02235174447,36039.41631787018,1507436236.656895,0
-187500.02235174447,-187500.02235174447,-27551.78839585643,-5757.719964709278,-187500.04470348894,-26119.242741971346,-187500.02235174447,37808.10985661863,1507436236.657063,0
-187500.02235174447,-187500.02235174447,-27558.69508489312,-5872.2950067871825,-187500.04470348894,-26166.784902427782,-187500.02235174447,38593.12547363347,1507436236.6572318,0
-187500.02235174447,-187500.02235174447,-27111.235512642328,-5476.6691299282475,-187500.04470348894,-25736.55852515203,-187500.02235174447,36699.57509035768,1507436236.657399,0
-187500.02235174447,-187500.02235174447,-27110.207332397382,-5430.423370650216,-187500.04470348894,-25708.641196327353,-187500.02235174447,35898.801493501844,1507436236.657566,0
-187500.02235174447,-187500.02235174447,-27471.56798500633,-5695.0903767455075,-187500.04470348894,-26054.646200495506,-187500.02235174447,37440.89304696239,1507436236.657734,0
-187500.02235174447,-187500.02235174447,-27622.59872229084,-5913.846899729598,-187500.04470348894,-26231.202629947977,-187500.02235174447,38713.646079736485,1507436236.657901,0
-187500.02235174447,-187500.02235174447,-27172.72516163888,-5581.990549801654,-187500.04470348894,-25819.371738358946,-187500.02235174447,37069.27294364845,1507436236.658069,0
-187500.02235174447,-187500.02235174447,-27057.144291060486,-5401.723730769602,-187500.04470348894,-25679.002783179618,-187500.02235174447,35850.924056878575,1507436236.6582358,0
-187500.02235174447,-187500.02235174447,-27404.33393768477,-5659.662861783846,-187500.04470348894,-25988.172112485423,-187500.02235174447,37091.468225892575,1507436236.6584032,0
-187500.02235174447,-187500.02235174447,-27618.95538794463,-5923.771074267755,-187500.04470348894,-26241.23856320841,-187500.02235174447,38704.14658834298,1507436236.65857,0
-187500.02235174447,-187500.02235174447,-27212.868894680607,-5616.59105021847,-187500.04470348894,-25872.948869818316,-187500.02235174447,37428.75604972315,1507436236.658737,0
-187500.02235174447,-187500.02235174447,-27033.138517515483,-5396.292256866963,-187500.04470348894,-25656.82985267995,-187500.02235174447,35860.87058316119,1507436236.6589031,0
-187500.02235174447,-187500.02235174447,-27318.994977354407,-5631.812588192533,-187500.04470348894,-25905.3141957896,-187500.02235174447,36731.38162271758,1507436236.65907,0
-187500.02235174447,-187500.02235174447,-27647.14093770277,-5945.854597789597,-187500.04470348894,-26235.04712999429,-187500.02235174447,38575.62405772496,1507436236.6592371,0
-187500.02235174447,-187500.02235174447,-27343.403082299603,-5761.206836844306,-187500.04470348894,-26002.276063236724,-187500.02235174447,37784.66287668501,1507436236.659404,0
-187500.02235174447,-187500.02235174447,-27048.941200845387,-5456.530208174016,-187500.04470348894,-25680.008611680107,-187500.02235174447,35955.8878488407,1507436236.659571,0
-187500.02235174447,-187500.02235174447,-27269.55291861927,-5605.504584968637,-187500.04470348894,-25856.4532824103,-187500.02235174447,36414.523293319144,1507436236.659737,0
-187500.02235174447,-187500.02235174447,-27602.102172625328,-5907.387245582015,-187500.04470348894,-26180.017135145325,-187500.02235174447,38358.9015434863,1507436236.659905,0
-187500.02235174447,-187500.02235174447,-27384.351478141725,-5802.557564086624,-187500.04470348894,-26017.1399732995,-187500.02235174447,38129.907921541686,1507436236.6600819,0
-187500.02235174447,-187500.02235174447,-27039.397005962972,-5478.0772898289315,-187500.04470348894,-25669.838567952942,-187500.02235174447,36159.66870303973,1507436236.660251,0
-187500.02235174447,-187500.02235174447,-27193.959318871417,-5569.183000228763,-187500.04470348894,-25786.5370257541,-187500.02235174447,36189.843558054396,1507436236.6604202,0
-187500.02235174447,-187500.02235174447,-27577.872881635773,-5927.660277802977,-187500.04470348894,-26150.110501064122,-187500.02235174447,38098.97310721554,1507436236.660588,0
-187500.02235174447,-187500.02235174447,-27474.92074667463,-5907.1637281374615,-187500.04470348894,-26090.78897127974,-187500.02235174447,38436.75266942414,1507436236.660755,0
-187500.02235174447,-187500.02235174447,-27054.819709637133,-5513.080121645942,-187500.04470348894,-25683.428428581767,-187500.02235174447,36449.68258734734,1507436237.11669,0
-187500.02235174447,-187500.02235174447,-27149.591106127635,-5547.658270318302,-187500.04470348894,-25738.86075483093,-187500.02235174447,36035.772983523966,1507436237.117078,0
-187500.02235174447,-187500.02235174447,-27521.3453199083,-5873.077317843118,-187500.04470348894,-26089.716087545883,-187500.02235174447,37812.06611538722,1507436237.1174002,0
-187500.02235174447,-187500.02235174447,-27558.248050004015,-5990.6921971669435,-187500.04470348894,-26164.594431471163,-187500.02235174447,38658.39256744296,1507436237.117713,0
-187500.02235174447,-187500.02235174447,-27120.980873224842,-5637.601690006458,-187500.04470348894,-25751.824766615006,-187500.02235174447,36780.39899830807,1507436237.118038,0
-187500.02235174447,-187500.02235174447,-27108.575655052147,-5535.81184575699,-187500.04470348894,-25710.67520507279,-187500.02235174447,35903.137731926174,1507436237.11835,0
-187500.02235174447,-187500.02235174447,-27455.09474934277,-5808.413721133915,-187500.04470348894,-26037.569467731653,-187500.02235174447,37412.68514545979,1507436237.118659,0
-187500.02235174447,-187500.02235174447,-27607.779515716975,-6026.6114505066225,-187500.04470348894,-26220.362033887155,-187500.02235174447,38717.31176582715,1507436237.118967,0
-187500.02235174447,-187500.02235174447,-27188.371382757592,-5716.36923746696,-187500.04470348894,-25833.051005965594,-187500.02235174447,37106.46624642208,1507436237.119282,0
-187500.02235174447,-187500.02235174447,-27048.74003514529,-5517.394008325817,-187500.04470348894,-25688.345812361935,-187500.02235174447,35835.054318315306,1507436237.119591,0
-187500.02235174447,-187500.02235174447,-27385.491417108944,-5761.698575222323,-187500.04470348894,-25988.641499118985,-187500.02235174447,37034.02424264244,1507436237.1198988,0
-187500.02235174447,-187500.02235174447,-27615.557922787422,-6039.798979735253,-187500.04470348894,-26247.698217355995,-187500.02235174447,38685.259364278245,1507436237.1202052,0
-187500.02235174447,-187500.02235174447,-27222.90482794104,-5769.365223570493,-187500.04470348894,-25913.226713326778,-187500.02235174447,37480.52268988165,1507436237.120497,0
-187500.02235174447,-187500.02235174447,-27053.389197991994,-5573.854514819922,-187500.04470348894,-25718.14068772086,-187500.02235174447,35859.88710640516,1507436237.12076,0
-187500.02235174447,-187500.02235174447,-27322.7500704229,-5758.524627509669,-187500.04470348894,-25951.627010300996,-187500.02235174447,36670.674284776964,1507436237.121019,0
-187500.02235174447,-187500.02235174447,-27627.873733982295,-6082.3790529226135,-187500.04470348894,-26253.53202265883,-187500.02235174447,38528.99831879119,1507436237.121278,0
-187500.02235174447,-187500.02235174447,-27318.547942465302,-5874.418422510436,-187500.04470348894,-25989.42381017492,-187500.02235174447,37819.88922594657,1507436237.121541,0
-187500.02235174447,-187500.02235174447,-27036.15600301695,-5571.8652095634,-187500.04470348894,-25693.889044986852,-187500.02235174447,35973.52337521593,1507436237.121801,0
-187500.02235174447,-187500.02235174447,-27240.20507814945,-5714.201118254795,-187500.04470348894,-25857.25794521069,-187500.02235174447,36365.41651075083,1507436237.1220841,0
-187500.02235174447,-187500.02235174447,-27580.68920143714,-6035.172168633005,-187500.04470348894,-26190.075420150213,-187500.02235174447,38307.38077251682,1507436237.122345,0
-187500.02235174447,-187500.02235174447,-27397.963690515007,-5962.618406131078,-187500.04470348894,-26060.882337198538,-187500.02235174447,38169.26934352748,1507436237.122611,0
-187500.02235174447,-187500.02235174447,-27063.469834741336,-5636.908785928344,-187500.04470348894,-25716.866638286905,-187500.02235174447,36187.45192139768,1507436237.122873,0
-187500.02235174447,-187500.02235174447,-27189.690135680456,-5694.710397089768,-187500.04470348894,-25800.126886382925,-187500.02235174447,36151.331502357905,1507436237.123132,0
-187500.02235174447,-187500.02235174447,-27562.4054744727,-6026.3208778287035,-187500.04470348894,-26162.09103609217,-187500.02235174447,38051.14037408118,1507436237.12339,0
-187500.02235174447,-187500.02235174447,-27504.24623539999,-6087.877582058619,-187500.04470348894,-26152.61389644312,-187500.02235174447,38459.88672493538,1507436237.1236532,0
-187500.02235174447,-187500.02235174447,-27088.995526909297,-5707.115615262463,-187500.04470348894,-25747.577935168498,-187500.02235174447,36483.65723891941,1507436237.12391,0
-187500.02235174447,-187500.02235174447,-27141.812699057187,-5682.014606239153,-187500.04470348894,-25755.49045270568,-187500.02235174447,35995.18221559313,1507436237.124135,0
-187500.02235174447,-187500.02235174447,-27490.455209071068,-5972.140249269039,-187500.04470348894,-26092.35359339161,-187500.02235174447,37721.206274176395,1507436237.124361,0
-187500.02235174447,-187500.02235174447,-27539.11495675027,-6098.852288586175,-187500.04470348894,-26181.51470202383,-187500.02235174447,38650.90473305044,1507436237.124592,0
-187500.02235174447,-187500.02235174447,-27120.422079613458,-5749.427467516359,-187500.04470348894,-25786.313508309548,-187500.02235174447,36802.102542174165,1507436237.124819,0
-187500.02235174447,-187500.02235174447,-27094.449352556392,-5659.55110306157,-187500.04470348894,-25729.204801226235,-187500.02235174447,35881.32242933779,1507436237.125045,0
-187500.02235174447,-187500.02235174447,-27435.76049038893,-5931.437722615925,-187500.04470348894,-26052.455729538888,-187500.02235174447,37349.429708651274,1507436237.1252701,0
-187500.02235174447,-187500.02235174447,-27603.487980781556,-6158.017356159372,-187500.04470348894,-26250.268667968354,-187500.02235174447,38727.70532699887,1507436237.1254988,0
-187500.02235174447,-187500.02235174447,-27166.846652847133,-5822.651782351945,-187500.04470348894,-25853.838128309028,-187500.02235174447,37155.215401079106,1507436237.125725,0
-187500.02235174447,-187500.02235174447,-27050.550526446168,-5656.086582670997,-187500.04470348894,-25718.297149932045,-187500.02235174447,35845.06789983129,1507436237.125952,0
-187500.02235174447,-187500.02235174447,-27351.06973064777,-5873.4125940099475,-187500.04470348894,-25989.736734597296,-187500.02235174447,36980.581221649794,1507436237.126177,0
-187500.02235174447,-187500.02235174447,-27604.94084417115,-6180.436155848045,-187500.04470348894,-26271.43576996753,-187500.02235174447,38673.74821588376,1507436237.126406,0
-187500.02235174447,-187500.02235174447,-27221.787240718277,-5916.394998597503,-187500.04470348894,-25938.350074094546,-187500.02235174447,37528.48953348274,1507436237.126637,0
-187500.02235174447,-187500.02235174447,-27024.846020322566,-5673.520943346137,-187500.04470348894,-25725.919094791305,-187500.02235174447,35872.7170077225,1507436237.126869,0
-187500.02235174447,-187500.02235174447,-27291.949366563484,-5864.941282861386,-187500.04470348894,-25958.13136793749,-187500.02235174447,36624.182656309924,1507436237.127069,0
-187500.02235174447,-187500.02235174447,-27604.13618137076,-6190.360330386202,-187500.04470348894,-26273.469778712963,-187500.02235174447,38517.71068784126,1507436237.1272728,0
-187500.02235174447,-187500.02235174447,-27304.354584736182,-5986.713586653899,-187500.04470348894,-26020.738604156806,-187500.02235174447,37887.61501164616,1507436237.127486,0
-187500.02235174447,-187500.02235174447,-27004.9753195018,-5678.840658526499,-187500.04470348894,-25704.819048025496,-187500.02235174447,35998.780846450434,1507436237.127687,0
-187500.02235174447,-187500.02235174447,-27215.305234826235,-5813.1299392139845,-187500.04470348894,-25866.802140093107,-187500.02235174447,36339.309673227035,1507436237.127887,0
-187500.02235174447,-187500.02235174447,-27583.37141077178,-6166.041632418827,-187500.04470348894,-26218.171562930533,-187500.02235174447,38296.204900289165,1507436237.1280901,0
-187500.02235174447,-187500.02235174447,-27395.549702113833,-6063.692994557977,-187500.04470348894,-26075.276860627757,-187500.02235174447,38226.13218142178,1507436237.1282911,0
-187500.02235174447,-187500.02235174447,-27044.02381706522,-5718.738522379223,-187500.04470348894,-25710.071707972493,-187500.02235174447,36229.71907016267,1507436237.128492,0
-187500.02235174447,-187500.02235174447,-27180.77178964279,-5791.202877903328,-187500.04470348894,-25806.720650997242,-187500.02235174447,36129.06916488042,1507436237.128691,0
-187500.02235174447,-187500.02235174447,-27572.3072972664,-6130.122379079149,-187500.04470348894,-26176.507911265842,-187500.02235174447,38014.5729201523,1507436237.1288939,0
-187500.02235174447,-187500.02235174447,-27493.11506666125,-6137.274937304847,-187500.04470348894,-26146.064835317713,-187500.02235174447,38496.297716653076,1507436237.1290948,0
